473644800,2,81,4
473644800,3,81,4
473644800,3,79,4
473644800,3,79,4
473644800,2,79,4
473644801,1,79,3
473644801,0,80,3
473644801,0,80,3
473644801,1,80,3
473644801,2,78,4
473644860,2,78,4
473644860,1,78,5
473644860,0,79,4
473644860,-1,81,4
473644860,-1,81,3
473644861,0,81,3
473644861,1,81,6
473644861,2,80,6
473644861,2,80,7
473644861,2,80,5
473644920,1,78,3
473644920,1,79,3
473644920,1,79,4
473644920,2,79,4
473644920,3,80,5
473644921,3,80,4
473644921,4,80,3
473644921,5,80,4
473644921,4,80,2
473644921,3,81,3
473644980,2,81,3
473644980,0,81,2
473644980,1,82,3
473644980,1,82,3
473644980,1,82,3
473644981,0,83,3
473644981,-1,83,3
473644981,1,82,3
473644981,2,83,3
473644981,4,82,3
473645040,5,81,3
473645040,3,81,3
473645040,2,80,2
473645040,1,80,3
473645040,-1,80,2
473645041,-1,80,4
473645041,0,80,6
473645041,1,79,7
473645041,2,79,7
473645041,3,80,5
473645100,3,81,4
473645100,3,82,4
473645100,4,82,5
473645100,3,82,5
473645100,2,81,4
473645101,1,82,2
473645101,0,83,1
473645101,1,82,2
473645101,2,81,2
473645101,2,81,2
473645160,1,81,2
473645160,0,81,0
473645160,-1,82,1
473645160,0,81,1
473645160,1,82,2
473645161,2,82,3
473645161,2,82,4
473645161,2,82,5
473645161,3,79,4
473645161,3,79,3
473645220,3,80,2
473645220,2,79,2
473645220,2,80,3
473645220,2,81,5
473645220,2,80,5
473645221,3,82,5
473645221,4,83,5
473645221,3,82,5
473645221,3,83,4
473645221,3,81,4
473645280,2,80,3
473645280,3,79,2
473645280,5,79,3
473645280,5,80,3
473645280,4,80,3
473645281,4,81,3
473645281,3,80,3
473645281,2,81,3
473645281,3,81,4
473645281,2,81,3
473645340,1,82,3
473645340,1,80,4
473645340,1,79,5
473645340,1,79,6
473645340,2,77,5
473645341,3,79,3
473645341,4,79,1
473645341,4,79,2
473645341,2,82,3
473645341,0,82,3
473645400,-2,83,4
473645400,-3,82,3
473645400,-2,79,3
473645400,1,79,4
473645400,0,79,4
473645401,1,80,4
473645401,0,81,4
473645401,-1,81,4
473645401,0,80,3
473645401,0,80,2
473645460,2,80,1
473645460,1,80,1
473645460,2,79,3
473645460,2,79,4
473645460,3,79,5
473645461,4,79,5
473645461,5,82,4
473645461,6,82,3
473645461,4,82,2
473645461,3,81,1
473645520,2,80,1
473645520,2,81,2
473645520,3,80,3
473645520,3,81,4
473645520,4,81,4
473645521,4,80,4
473645521,3,81,4
473645521,3,81,5
473645521,2,81,4
473645521,2,81,5
473645580,3,82,5
473645580,4,81,3
473645580,4,81,4
473645580,4,80,2
473645580,3,79,2
473645581,3,80,2
473645581,1,80,2
473645581,2,82,3
473645581,3,82,3
473645581,2,82,4
473645640,4,83,3
473645640,1,82,2
473645640,1,82,1
473645640,2,81,0
473645640,1,80,1
473645641,2,81,1
473645641,2,82,2
473645641,4,82,1
473645641,6,82,1
473645641,7,80,2
473645700,6,79,1
473645700,3,80,3
473645700,1,81,2
473645700,0,82,0
473645700,0,81,2
473645701,2,79,1
473645701,2,79,2
473645701,3,79,4
473645701,4,79,1
473645701,3,80,2
473645760,5,79,1
473645760,4,79,1
473645760,4,80,3
473645760,5,80,3
473645760,5,81,5
473645761,6,81,5
473645761,6,82,5
473645761,6,83,4
473645761,4,82,2
473645761,3,83,2
473645820,2,83,1
473645820,1,82,0
473645820,2,82,1
473645820,2,80,0
473645820,3,79,1
473645821,3,79,2
473645821,4,82,3
473645821,4,84,3
473645821,4,85,2
473645821,4,84,2
473645880,2,81,0
473645880,4,80,1
473645880,4,80,2
473645880,4,81,2
473645880,5,82,3
473645881,4,82,3
473645881,5,82,3
473645881,4,81,3
473645881,4,80,3
473645881,3,81,2
473645940,1,81,1
473645940,1,83,2
473645940,2,83,2
473645940,3,82,3
473645940,4,81,4
473645941,4,80,4
473645941,2,81,4
473645941,1,80,4
473645941,0,79,4
473645941,1,80,3
473646000,1,79,3
473646000,3,80,2
473646000,4,81,2
473646000,4,81,2
473646000,4,80,2
473646001,4,80,2
473646001,5,80,2
473646001,4,79,2
473646001,4,80,1
473646001,4,80,1
473646060,2,80,1
473646060,3,81,2
473646060,3,81,2
473646060,2,82,3
473646060,2,82,3
473646061,1,82,3
473646061,1,82,5
473646061,1,82,5
473646061,1,82,4
473646061,1,80,5
