Time,Xacc,Yacc,Zacc
2018-12-15 11:29:25,6,84,-5
2018-12-15 11:29:25,-3,84,-2
2018-12-15 11:29:26,-2,84,-1
2018-12-15 11:29:26,-2,86,-1
2018-12-15 11:29:26,-1,84,-1
2018-12-15 11:29:26,1,84,-1
2018-12-15 11:29:26,1,82,-2
2018-12-15 11:29:26,0,82,-3
2018-12-15 11:29:26,2,81,-5
2018-12-15 11:29:26,4,82,-7
2018-12-15 11:29:26,7,85,-7
2018-12-15 11:29:26,9,83,-7
2018-12-15 11:29:27,8,83,-6
2018-12-15 11:29:27,6,83,-4
2018-12-15 11:29:27,5,82,-4
2018-12-15 11:29:27,4,83,-4
2018-12-15 11:29:27,3,84,-4
2018-12-15 11:29:27,2,83,-6
2018-12-15 11:29:55,0,83,-8
2018-12-15 11:29:55,0,82,-9
2018-12-15 11:29:55,1,82,-9
2018-12-15 11:29:55,2,82,-9
2018-12-15 11:29:56,3,82,-7
2018-12-15 11:29:56,5,81,-5
2018-12-15 11:29:56,5,82,-5
2018-12-15 11:29:56,2,82,-3
2018-12-15 11:29:56,2,80,-3
2018-12-15 11:29:56,0,82,-3
2018-12-15 11:29:56,-1,81,-2
2018-12-15 11:29:56,1,82,-3
2018-12-15 11:29:56,-2,83,-3
2018-12-15 11:29:56,-4,82,-2
2018-12-15 11:29:57,-6,81,-4
2018-12-15 11:29:57,-6,80,-3
2018-12-15 11:29:57,-4,80,-3
2018-12-15 11:29:57,-2,79,-5
2018-12-15 11:29:57,-1,79,-5
2018-12-15 11:29:57,-2,78,-6
2018-12-15 11:30:25,-3,79,-7
2018-12-15 11:30:25,-2,80,-7
2018-12-15 11:30:25,1,81,-7
2018-12-15 11:30:25,2,82,-8
2018-12-15 11:30:26,3,81,-8
2018-12-15 11:30:26,4,82,-7
2018-12-15 11:30:26,4,83,-6
2018-12-15 11:30:26,5,84,-5
2018-12-15 11:30:26,5,84,-4
2018-12-15 11:30:26,4,83,-3
2018-12-15 11:30:26,2,82,-2
2018-12-15 11:30:26,1,81,-2
2018-12-15 11:30:26,0,81,-2
2018-12-15 11:30:26,-2,82,-3
2018-12-15 11:30:27,-3,81,-4
2018-12-15 11:30:27,-4,82,-4
2018-12-15 11:30:27,-3,82,-4
2018-12-15 11:30:27,-3,79,-5
2018-12-15 11:30:27,-1,81,-5
2018-12-15 11:30:27,0,80,-5
2018-12-15 11:30:55,-1,79,-5
2018-12-15 11:30:55,0,81,-4
2018-12-15 11:30:55,-1,80,-4
2018-12-15 11:30:55,-2,81,-3
2018-12-15 11:30:56,-2,82,-3
2018-12-15 11:30:56,-2,82,-4
2018-12-15 11:30:56,-3,81,-4
2018-12-15 11:30:56,-1,81,-4
2018-12-15 11:30:56,-2,81,-4
2018-12-15 11:30:56,0,82,-4
2018-12-15 11:30:56,1,84,-2
2018-12-15 11:30:56,0,84,-2
2018-12-15 11:30:56,2,84,-2
2018-12-15 11:30:57,0,84,-1
2018-12-15 11:30:57,0,83,-2
2018-12-15 11:30:57,2,83,-2
2018-12-15 11:30:57,3,83,-1
2018-12-15 11:30:57,4,82,0
2018-12-15 11:30:57,5,81,-1
2018-12-15 11:30:57,5,81,-1
2018-12-15 11:31:25,4,81,-2
2018-12-15 11:31:25,3,82,-3
2018-12-15 11:31:25,2,82,-2
2018-12-15 11:31:25,-1,81,-3
2018-12-15 11:31:26,0,82,-3
2018-12-15 11:31:26,-1,82,-4
2018-12-15 11:31:26,2,81,-5
2018-12-15 11:31:26,3,81,-4
2018-12-15 11:31:26,2,81,-2
2018-12-15 11:31:26,6,81,-1
2018-12-15 11:31:26,4,82,-1
2018-12-15 11:31:26,5,83,-2
2018-12-15 11:31:26,5,82,-4
2018-12-15 11:31:26,3,81,-4
2018-12-15 11:31:27,2,81,-4
2018-12-15 11:31:27,0,79,-4
2018-12-15 11:31:27,1,79,-5
2018-12-15 11:31:27,1,80,-5
2018-12-15 11:31:27,0,81,-4
2018-12-15 11:31:27,1,83,-3
2018-12-15 11:31:55,1,84,-3
2018-12-15 11:31:55,2,84,-4
2018-12-15 11:31:55,5,83,-6
2018-12-15 11:31:55,5,83,-8
2018-12-15 11:31:56,5,81,-7
2018-12-15 11:31:56,4,80,-8
2018-12-15 11:31:56,3,80,-7
2018-12-15 11:31:56,4,79,-7
2018-12-15 11:31:56,4,80,-8
2018-12-15 11:31:56,2,81,-6
2018-12-15 11:31:56,2,82,-6
2018-12-15 11:31:56,3,82,-5
2018-12-15 11:31:56,3,82,-3
2018-12-15 11:31:56,4,81,-2
2018-12-15 11:31:57,1,81,-2
2018-12-15 11:31:57,-1,81,-3
2018-12-15 11:31:57,-3,82,-4
2018-12-15 11:31:57,-4,81,-4
2018-12-15 11:31:57,-2,81,-4
2018-12-15 11:31:57,-3,81,-4
2018-12-15 11:32:25,-1,80,-4
2018-12-15 11:32:25,1,83,-6
2018-12-15 11:32:25,3,82,-6
2018-12-15 11:32:25,4,82,-5
2018-12-15 11:32:26,3,83,-4
2018-12-15 11:32:26,3,81,-2
2018-12-15 11:32:26,1,81,-1
2018-12-15 11:32:26,1,82,-1
2018-12-15 11:32:26,0,81,-2
2018-12-15 11:32:26,-2,81,-3
2018-12-15 11:32:26,-4,82,-5
2018-12-15 11:32:26,-6,81,-5
2018-12-15 11:32:26,-6,81,-5
2018-12-15 11:32:27,-6,82,-6
2018-12-15 11:32:27,-5,81,-5
2018-12-15 11:32:27,-4,81,-6
2018-12-15 11:32:27,-2,82,-7
2018-12-15 11:32:27,-1,82,-7
2018-12-15 11:32:27,1,83,-8
2018-12-15 11:32:27,4,83,-7
2018-12-15 11:32:55,4,83,-6
2018-12-15 11:32:55,6,83,-6
2018-12-15 11:32:55,7,82,-6
2018-12-15 11:32:55,5,82,-6
2018-12-15 11:32:56,5,82,-6
2018-12-15 11:32:56,5,81,-6
2018-12-15 11:32:56,3,82,-5
2018-12-15 11:32:56,4,82,-4
2018-12-15 11:32:56,4,81,-4
2018-12-15 11:32:56,4,82,-4
2018-12-15 11:32:56,5,80,-4
2018-12-15 11:32:56,5,81,-4
2018-12-15 11:32:56,7,81,-3
2018-12-15 11:32:56,7,80,-1
2018-12-15 11:32:57,8,81,-1
2018-12-15 11:32:57,7,82,0
2018-12-15 11:32:57,4,83,0
2018-12-15 11:32:57,2,84,0
2018-12-15 11:32:57,0,84,2
2018-12-15 11:32:57,0,83,1
2018-12-15 11:33:25,0,82,0
2018-12-15 11:33:25,-1,81,-1
2018-12-15 11:33:25,-1,82,-3
2018-12-15 11:33:25,0,82,-3
2018-12-15 11:33:26,0,82,-3
2018-12-15 11:33:26,2,82,-3
2018-12-15 11:33:26,2,81,-3
2018-12-15 11:33:26,2,82,-3
2018-12-15 11:33:26,4,82,-1
2018-12-15 11:33:26,3,83,0
2018-12-15 11:33:26,4,83,0
2018-12-15 11:33:26,6,82,-1
2018-12-15 11:33:26,6,82,-2
2018-12-15 11:33:26,9,82,-2
2018-12-15 11:33:27,8,82,-1
2018-12-15 11:33:27,8,82,-1
2018-12-15 11:33:27,7,83,-2
2018-12-15 11:33:27,5,83,-3
2018-12-15 11:33:27,5,85,-2
2018-12-15 11:33:27,3,85,-1
2018-12-15 11:33:55,4,85,0
2018-12-15 11:33:55,4,85,0
2018-12-15 11:33:55,4,84,-1
2018-12-15 11:33:55,3,83,-1
2018-12-15 11:33:56,1,83,-2
2018-12-15 11:33:56,1,83,-1
2018-12-15 11:33:56,3,83,-2
2018-12-15 11:33:56,3,84,-3
2018-12-15 11:33:56,2,82,-2
2018-12-15 11:33:56,2,82,-2
2018-12-15 11:33:56,0,82,-1
2018-12-15 11:33:56,1,81,0
2018-12-15 11:33:56,4,83,0
2018-12-15 11:33:56,4,82,0
2018-12-15 11:33:57,4,81,0
2018-12-15 11:33:57,3,81,0
2018-12-15 11:33:57,1,81,0
2018-12-15 11:33:57,0,81,0
2018-12-15 11:33:57,0,82,0
2018-12-15 11:33:57,-1,83,1
2018-12-15 11:34:25,1,83,1
2018-12-15 11:34:25,2,83,3
2018-12-15 11:34:25,3,83,2
2018-12-15 11:34:25,5,82,1
2018-12-15 11:34:26,3,81,0
2018-12-15 11:34:26,2,82,-2
2018-12-15 11:34:26,2,82,-1
2018-12-15 11:34:26,2,83,-1
2018-12-15 11:34:26,4,83,1
2018-12-15 11:34:26,6,83,0
2018-12-15 11:34:26,6,83,0
2018-12-15 11:34:26,6,84,0
2018-12-15 11:34:26,5,85,-2
2018-12-15 11:34:26,3,83,-2
2018-12-15 11:34:27,4,82,-2
2018-12-15 11:34:27,3,81,-3
2018-12-15 11:34:27,2,81,-2
2018-12-15 11:34:27,2,82,0
2018-12-15 11:34:27,0,83,0
2018-12-15 11:34:27,0,83,2
2018-12-15 11:34:55,0,83,3
2018-12-15 11:34:55,-1,85,3
2018-12-15 11:34:55,0,83,3
2018-12-15 11:34:55,0,84,1
2018-12-15 11:34:56,1,84,1
2018-12-15 11:34:56,2,83,1
2018-12-15 11:34:56,1,85,1
2018-12-15 11:34:56,2,83,3
2018-12-15 11:34:56,2,82,1
2018-12-15 11:34:56,3,80,2
2018-12-15 11:34:56,3,81,2
2018-12-15 11:34:56,3,81,1
2018-12-15 11:34:56,3,81,3
2018-12-15 11:34:56,3,83,1
2018-12-15 11:34:57,2,82,1
2018-12-15 11:34:57,2,81,1
2018-12-15 11:34:57,2,83,1
2018-12-15 11:34:57,3,82,1
2018-12-15 11:34:57,3,80,0
2018-12-15 11:34:57,2,82,1
2018-12-15 11:35:25,2,81,0
2018-12-15 11:35:25,0,82,1
2018-12-15 11:35:25,1,85,2
2018-12-15 11:35:25,1,83,2
2018-12-15 11:35:26,2,82,3
2018-12-15 11:35:26,3,82,2
2018-12-15 11:35:26,3,80,3
2018-12-15 11:35:26,4,82,2
2018-12-15 11:35:26,4,82,2
2018-12-15 11:35:26,2,82,3
2018-12-15 11:35:26,2,83,3
2018-12-15 11:35:26,2,82,4
2018-12-15 11:35:26,1,83,3
2018-12-15 11:35:26,3,83,2
2018-12-15 11:35:27,3,82,2
2018-12-15 11:35:27,3,84,2
2018-12-15 11:35:27,2,83,2
2018-12-15 11:35:27,1,82,2
2018-12-15 11:35:27,1,84,1
2018-12-15 11:35:27,1,82,1
2018-12-15 11:35:55,1,83,2
2018-12-15 11:35:55,1,85,2
2018-12-15 11:35:55,2,83,2
2018-12-15 11:35:55,2,82,2
2018-12-15 11:35:56,2,81,0
2018-12-15 11:35:56,3,79,-1
2018-12-15 11:35:56,3,79,-1
2018-12-15 11:35:56,3,79,-2
2018-12-15 11:35:56,3,80,-1
2018-12-15 11:35:56,3,80,0
2018-12-15 11:35:56,4,80,0
2018-12-15 11:35:56,4,82,0
2018-12-15 11:35:56,5,82,0
2018-12-15 11:35:56,6,84,2
2018-12-15 11:35:57,4,85,3
2018-12-15 11:35:57,3,85,3
2018-12-15 11:35:57,4,84,2
2018-12-15 11:35:57,4,82,-1
2018-12-15 11:35:57,4,81,-3
2018-12-15 11:35:57,6,81,-3
2018-12-15 11:36:25,4,82,-1
2018-12-15 11:36:25,4,82,0
2018-12-15 11:36:25,4,84,2
2018-12-15 11:36:25,3,84,1
2018-12-15 11:36:26,3,83,0
2018-12-15 11:36:26,0,83,0
2018-12-15 11:36:26,1,82,0
2018-12-15 11:36:26,-1,82,3
2018-12-15 11:36:26,0,82,4
2018-12-15 11:36:26,1,82,3
2018-12-15 11:36:26,-1,80,2
2018-12-15 11:36:26,0,81,0
2018-12-15 11:36:26,-2,80,-1
2018-12-15 11:36:26,-1,79,2
2018-12-15 11:36:27,0,80,4
2018-12-15 11:36:27,2,79,4
2018-12-15 11:36:27,4,81,3
2018-12-15 11:36:27,3,82,2
2018-12-15 11:36:27,4,82,0
2018-12-15 11:36:27,3,81,1
