Time,Xacc,Yacc,Zacc
2019-06-01 00:00:00,1,83,4
2019-06-01 00:00:00,2,82,4
2019-06-01 00:00:00,1,82,4
2019-06-01 00:00:00,1,82,3
2019-06-01 00:00:00,1,81,3
2019-06-01 00:00:01,0,81,2
2019-06-01 00:00:01,0,82,1
2019-06-01 00:00:01,0,81,1
2019-06-01 00:00:01,0,81,1
2019-06-01 00:00:01,1,82,1
2019-06-01 00:01:00,1,82,2
2019-06-01 00:01:00,0,82,3
2019-06-01 00:01:00,-1,82,3
2019-06-01 00:01:00,-2,82,3
2019-06-01 00:01:00,-2,81,2
2019-06-01 00:01:01,-1,83,3
2019-06-01 00:01:01,0,83,2
2019-06-01 00:01:01,-1,81,3
2019-06-01 00:01:01,-1,82,4
2019-06-01 00:01:01,-2,80,3
2019-06-01 00:02:00,-1,79,4
2019-06-01 00:02:00,-1,80,4
2019-06-01 00:02:00,0,80,3
2019-06-01 00:02:00,3,80,3
2019-06-01 00:02:00,3,83,3
2019-06-01 00:02:01,5,82,4
2019-06-01 00:02:01,5,80,5
2019-06-01 00:02:01,3,81,5
2019-06-01 00:02:01,3,80,6
2019-06-01 00:02:01,3,82,5
2019-06-01 00:03:00,2,83,5
2019-06-01 00:03:00,3,81,4
2019-06-01 00:03:00,2,81,4
2019-06-01 00:03:00,2,80,4
2019-06-01 00:03:00,2,80,4
2019-06-01 00:03:01,1,82,4
2019-06-01 00:03:01,2,80,2
2019-06-01 00:03:01,1,78,3
2019-06-01 00:03:01,3,79,4
2019-06-01 00:03:01,3,78,6
2019-06-01 00:04:00,2,80,7
2019-06-01 00:04:00,3,82,6
2019-06-01 00:04:00,1,82,4
2019-06-01 00:04:00,2,83,3
2019-06-01 00:04:00,3,81,2
2019-06-01 00:04:01,3,82,1
2019-06-01 00:04:01,3,81,1
2019-06-01 00:04:01,2,78,1
2019-06-01 00:04:01,1,78,1
2019-06-01 00:04:01,1,77,2
2019-06-01 00:05:00,1,78,2
2019-06-01 00:05:00,3,80,1
2019-06-01 00:05:00,4,80,2
2019-06-01 00:05:00,3,79,1
2019-06-01 00:05:00,2,78,2
2019-06-01 00:05:01,1,78,3
2019-06-01 00:05:01,0,79,3
2019-06-01 00:05:01,0,80,5
2019-06-01 00:05:01,2,81,5
2019-06-01 00:05:01,2,81,5
2019-06-01 00:06:00,3,80,6
2019-06-01 00:06:00,6,80,5
2019-06-01 00:06:00,5,80,5
2019-06-01 00:06:00,5,80,5
2019-06-01 00:06:00,5,81,3
2019-06-01 00:06:01,2,81,3
2019-06-01 00:06:01,2,80,4
2019-06-01 00:06:01,2,81,4
2019-06-01 00:06:01,1,82,4
2019-06-01 00:06:01,1,83,4
2019-06-01 00:07:00,2,82,3
2019-06-01 00:07:00,1,81,3
2019-06-01 00:07:00,1,80,5
2019-06-01 00:07:00,2,79,5
2019-06-01 00:07:00,1,79,4
2019-06-01 00:07:01,3,80,3
