Time,Xacc,Yacc,Zacc
2019-05-27 00:00:00,11,81,4
2019-05-27 00:00:00,10,79,3
2019-05-27 00:00:00,10,81,2
2019-05-27 00:00:00,9,83,2
2019-05-27 00:00:00,11,82,3
2019-05-27 00:00:01,12,83,4
2019-05-27 00:00:01,12,81,4
2019-05-27 00:00:01,13,80,4
2019-05-27 00:00:01,11,81,4
2019-05-27 00:00:01,12,83,4
2019-05-27 00:01:00,10,84,3
2019-05-27 00:01:00,7,84,2
2019-05-27 00:01:00,5,83,0
2019-05-27 00:01:00,1,82,0
2019-05-27 00:01:00,1,83,1
2019-05-27 00:01:01,1,82,2
2019-05-27 00:01:01,1,82,3
2019-05-27 00:01:01,3,80,3
2019-05-27 00:01:01,4,80,5
2019-05-27 00:01:01,6,81,4
2019-05-27 00:02:00,7,81,3
2019-05-27 00:02:00,8,82,3
2019-05-27 00:02:00,8,82,2
2019-05-27 00:02:00,6,81,3
2019-05-27 00:02:00,7,81,4
2019-05-27 00:02:01,6,81,4
2019-05-27 00:02:01,5,79,4
2019-05-27 00:02:01,4,79,4
2019-05-27 00:02:01,3,79,3
2019-05-27 00:02:01,1,79,1
2019-05-27 00:03:00,1,80,1
2019-05-27 00:03:00,1,80,1
2019-05-27 00:03:00,0,79,1
2019-05-27 00:03:00,1,80,2
2019-05-27 00:03:00,0,80,2
2019-05-27 00:03:01,1,80,3
2019-05-27 00:03:01,3,83,4
2019-05-27 00:03:01,4,82,5
2019-05-27 00:03:01,5,82,4
2019-05-27 00:03:01,5,83,2
2019-05-27 00:04:00,3,80,1
2019-05-27 00:04:00,1,80,0
2019-05-27 00:04:00,-1,80,-1
2019-05-27 00:04:00,-2,79,-1
2019-05-27 00:04:00,-4,79,0
2019-05-27 00:04:01,-3,79,0
2019-05-27 00:04:01,-1,78,1
2019-05-27 00:04:01,-1,78,1
2019-05-27 00:04:01,1,79,0
2019-05-27 00:04:01,2,79,1
2019-05-27 00:05:00,1,80,1
2019-05-27 00:05:00,1,80,1
2019-05-27 00:05:00,-1,79,1
2019-05-27 00:05:00,-3,78,-1
2019-05-27 00:05:00,-3,79,-1
2019-05-27 00:05:01,-2,78,-3
2019-05-27 00:05:01,0,79,-3
2019-05-27 00:05:01,2,80,-2
2019-05-27 00:05:01,2,79,-1
2019-05-27 00:05:01,2,79,1
2019-05-27 00:06:00,2,80,1
2019-05-27 00:06:00,1,80,3
2019-05-27 00:06:00,1,79,3
2019-05-27 00:06:00,1,80,4
2019-05-27 00:06:00,2,79,4
2019-05-27 00:06:01,2,79,3
2019-05-27 00:06:01,3,79,2
2019-05-27 00:06:01,2,79,2
2019-05-27 00:06:01,1,80,3
2019-05-27 00:06:01,1,79,2
2019-05-27 00:07:00,0,80,1
2019-05-27 00:07:00,0,80,1
2019-05-27 00:07:00,-1,78,0
2019-05-27 00:07:00,0,79,0
2019-05-27 00:07:00,2,79,1
2019-05-27 00:07:01,5,79,0
2019-05-27 00:07:01,7,80,1
2019-05-27 00:07:01,8,80,1
2019-05-27 00:07:01,8,79,1
2019-05-27 00:07:01,8,79,0
2019-05-27 00:08:00,8,80,-1
2019-05-27 00:08:00,6,79,0
2019-05-27 00:08:00,5,82,1
2019-05-27 00:08:00,3,83,3
2019-05-27 00:08:00,3,82,4
2019-05-27 00:08:01,3,81,4
2019-05-27 00:08:01,5,79,4
2019-05-27 00:08:01,5,79,3
2019-05-27 00:08:01,7,79,3
2019-05-27 00:08:01,10,80,3
2019-05-27 00:09:00,8,81,2
2019-05-27 00:09:00,7,80,3
2019-05-27 00:09:00,4,81,2
2019-05-27 00:09:00,3,82,1
2019-05-27 00:09:00,2,81,2
2019-05-27 00:09:01,2,81,2
2019-05-27 00:09:01,3,80,3
2019-05-27 00:09:01,2,81,4
2019-05-27 00:09:01,2,82,4
2019-05-27 00:09:01,3,83,3
2019-05-27 00:10:00,2,84,3
2019-05-27 00:10:00,4,83,4
2019-05-27 00:10:00,5,82,3
2019-05-27 00:10:00,6,81,4
2019-05-27 00:10:00,8,80,4
2019-05-27 00:10:01,6,79,3
2019-05-27 00:10:01,7,80,4
2019-05-27 00:10:01,7,80,4
2019-05-27 00:10:01,6,79,4
2019-05-27 00:10:01,6,81,4
2019-05-27 00:11:00,4,81,4
2019-05-27 00:11:00,2,80,5
2019-05-27 00:11:00,2,82,5
2019-05-27 00:11:00,1,81,4
2019-05-27 00:11:00,2,80,5
2019-05-27 00:11:01,3,81,4
2019-05-27 00:11:01,2,80,4
2019-05-27 00:11:01,4,80,5
2019-05-27 00:11:01,4,80,3
2019-05-27 00:11:01,5,79,3
2019-05-27 00:12:00,7,79,2
2019-05-27 00:12:00,7,79,2
2019-05-27 00:12:00,8,80,3
2019-05-27 00:12:00,7,81,2
2019-05-27 00:12:00,7,81,3
2019-05-27 00:12:01,6,82,3
2019-05-27 00:12:01,5,82,3
2019-05-27 00:12:01,4,82,4
2019-05-27 00:12:01,3,83,4
2019-05-27 00:12:01,0,82,4
2019-05-27 00:13:00,1,82,4
2019-05-27 00:13:00,3,83,4
2019-05-27 00:13:00,3,82,4
2019-05-27 00:13:00,7,83,5
2019-05-27 00:13:00,6,82,5
2019-05-27 00:13:01,4,81,4
2019-05-27 00:13:01,4,81,4
2019-05-27 00:13:01,3,79,4
2019-05-27 00:13:01,3,79,4
2019-05-27 00:13:01,4,78,5
2019-05-27 00:14:00,4,78,5
2019-05-27 00:14:00,4,79,5
2019-05-27 00:14:00,5,80,5
2019-05-27 00:14:00,5,81,4
2019-05-27 00:14:00,6,80,4
2019-05-27 00:14:01,7,80,3
2019-05-27 00:14:01,7,79,3
2019-05-27 00:14:01,6,78,4
2019-05-27 00:14:01,6,80,4
2019-05-27 00:14:01,5,83,3
2019-05-27 00:15:00,2,83,3
2019-05-27 00:15:00,4,86,3
2019-05-27 00:15:00,2,85,4
2019-05-27 00:15:00,1,81,5
2019-05-27 00:15:00,3,81,6
2019-05-27 00:15:01,2,80,6
2019-05-27 00:15:01,3,80,5
2019-05-27 00:15:01,5,81,4
2019-05-27 00:15:01,4,80,3
2019-05-27 00:15:01,3,78,3
2019-05-27 00:16:00,3,78,2
2019-05-27 00:16:00,2,79,2
2019-05-27 00:16:00,2,82,1
2019-05-27 00:16:00,2,84,0
2019-05-27 00:16:00,2,83,0
2019-05-27 00:16:01,1,82,0
2019-05-27 00:16:01,2,80,1
2019-05-27 00:16:01,3,79,2
2019-05-27 00:16:01,1,79,4
2019-05-27 00:16:01,2,80,5
2019-05-27 00:17:00,1,80,3
2019-05-27 00:17:00,1,80,2
2019-05-27 00:17:00,2,81,-1
2019-05-27 00:17:00,2,80,-2
2019-05-27 00:17:00,1,79,-1
2019-05-27 00:17:01,1,79,-2
2019-05-27 00:17:01,2,80,-1
2019-05-27 00:17:01,2,80,0
2019-05-27 00:17:01,4,81,1
2019-05-27 00:17:01,5,81,3
2019-05-27 00:18:00,5,80,3
2019-05-27 00:18:00,4,78,2
2019-05-27 00:18:00,3,78,1
2019-05-27 00:18:00,3,78,0
2019-05-27 00:18:00,2,78,0
2019-05-27 00:18:01,3,80,-1
2019-05-27 00:18:01,3,80,0
2019-05-27 00:18:01,2,79,1
2019-05-27 00:18:01,4,79,1
2019-05-27 00:18:01,3,82,4
2019-05-27 00:19:00,4,82,4
2019-05-27 00:19:00,5,84,2
2019-05-27 00:19:00,4,83,2
2019-05-27 00:19:00,6,80,1
2019-05-27 00:19:00,6,81,1
2019-05-27 00:19:01,6,81,3
2019-05-27 00:19:01,7,82,5
2019-05-27 00:19:01,7,81,4
2019-05-27 00:19:01,8,80,4
2019-05-27 00:19:01,8,79,3
2019-05-27 00:20:00,8,80,0
2019-05-27 00:20:00,8,82,0
