Time,Xacc,Yacc,Zacc
2019-01-08 00:00:01,4,85,8
2019-01-08 00:00:02,3,84,8
2019-01-08 00:00:02,1,84,8
2019-01-08 00:00:02,1,83,9
2019-01-08 00:00:02,4,82,10
2019-01-08 00:00:02,7,83,10
2019-01-08 00:00:02,10,83,9
2019-01-08 00:00:02,10,84,9
2019-01-08 00:00:02,9,84,8
2019-01-08 00:00:02,8,84,8
2019-01-08 00:00:03,6,83,10
2019-01-08 00:00:03,7,82,9
2019-01-08 00:00:03,5,82,10
2019-01-08 00:00:03,4,82,10
2019-01-08 00:00:03,5,83,10
2019-01-08 00:00:03,6,83,10
2019-01-08 00:00:03,7,83,9
2019-01-08 00:00:03,8,83,10
2019-01-08 00:00:03,8,82,10
2019-01-08 00:00:03,7,84,10
2019-01-08 00:00:31,7,84,10
2019-01-08 00:00:32,7,83,10
2019-01-08 00:00:32,7,85,9
2019-01-08 00:00:32,6,83,9
2019-01-08 00:00:32,7,81,8
2019-01-08 00:00:32,7,81,7
2019-01-08 00:00:32,6,80,7
2019-01-08 00:00:32,7,80,8
2019-01-08 00:00:32,8,83,10
2019-01-08 00:00:32,8,83,10
2019-01-08 00:00:33,10,84,11
2019-01-08 00:00:33,8,86,11
2019-01-08 00:00:33,7,86,11
2019-01-08 00:00:33,7,87,12
2019-01-08 00:00:33,6,86,12
2019-01-08 00:00:33,8,85,11
2019-01-08 00:00:33,9,84,10
2019-01-08 00:00:33,9,83,10
2019-01-08 00:00:33,9,82,8
2019-01-08 00:00:33,8,83,8
2019-01-08 00:01:01,5,83,8
2019-01-08 00:01:02,3,83,7
2019-01-08 00:01:02,3,84,8
2019-01-08 00:01:02,1,83,7
2019-01-08 00:01:02,1,82,7
2019-01-08 00:01:02,3,83,7
2019-01-08 00:01:02,3,82,7
2019-01-08 00:01:02,6,82,7
2019-01-08 00:01:02,7,82,5
2019-01-08 00:01:02,7,82,4
2019-01-08 00:01:03,7,83,4
2019-01-08 00:01:03,7,83,5
2019-01-08 00:01:03,9,83,7
2019-01-08 00:01:03,9,83,8
2019-01-08 00:01:03,9,83,8
2019-01-08 00:01:03,9,82,8
2019-01-08 00:01:03,8,84,9
2019-01-08 00:01:03,9,85,10
2019-01-08 00:01:03,9,84,10
2019-01-08 00:01:03,9,84,10
2019-01-08 00:01:31,7,82,10
2019-01-08 00:01:32,5,81,8
2019-01-08 00:01:32,3,81,8
2019-01-08 00:01:32,1,82,8
2019-01-08 00:01:32,2,83,8
2019-01-08 00:01:32,1,84,10
2019-01-08 00:01:32,2,84,10
2019-01-08 00:01:32,3,84,11
2019-01-08 00:01:32,3,84,10
2019-01-08 00:01:32,4,82,8
2019-01-08 00:01:33,4,83,7
2019-01-08 00:01:33,4,83,6
2019-01-08 00:01:33,4,82,6
2019-01-08 00:01:33,5,82,7
2019-01-08 00:01:33,5,81,7
2019-01-08 00:01:33,5,81,6
2019-01-08 00:01:33,6,82,5
2019-01-08 00:01:33,5,82,5
2019-01-08 00:01:33,4,82,6
2019-01-08 00:01:33,4,81,7
2019-01-08 00:02:01,4,80,7
2019-01-08 00:02:02,5,81,6
2019-01-08 00:02:02,7,84,5
2019-01-08 00:02:02,8,86,4
2019-01-08 00:02:02,7,87,4
2019-01-08 00:02:02,6,87,4
2019-01-08 00:02:02,6,85,4
2019-01-08 00:02:02,4,85,4
2019-01-08 00:02:02,3,85,4
2019-01-08 00:02:02,2,85,4
2019-01-08 00:02:02,-1,83,4
2019-01-08 00:02:03,-1,81,5
2019-01-08 00:02:03,-1,80,5
2019-01-08 00:02:03,0,79,5
2019-01-08 00:02:03,1,81,5
2019-01-08 00:02:03,2,82,5
2019-01-08 00:02:03,1,83,4
2019-01-08 00:02:03,0,84,4
2019-01-08 00:02:03,1,85,3
2019-01-08 00:02:03,1,85,1
2019-01-08 00:02:31,2,83,2
2019-01-08 00:02:32,3,84,2
2019-01-08 00:02:32,3,82,3
2019-01-08 00:02:32,2,82,3
2019-01-08 00:02:32,2,84,2
2019-01-08 00:02:32,2,82,1
2019-01-08 00:02:32,2,83,1
2019-01-08 00:02:32,3,82,1
2019-01-08 00:02:32,4,82,2
2019-01-08 00:02:32,4,83,2
2019-01-08 00:02:33,5,82,2
2019-01-08 00:02:33,5,82,3
2019-01-08 00:02:33,4,82,3
2019-01-08 00:02:33,5,82,4
2019-01-08 00:02:33,4,82,4
2019-01-08 00:02:33,5,83,4
2019-01-08 00:02:33,6,82,3
2019-01-08 00:02:33,4,81,2
2019-01-08 00:02:33,4,82,1
2019-01-08 00:02:33,2,81,1
2019-01-08 00:03:01,1,82,2
2019-01-08 00:03:02,2,82,2
2019-01-08 00:03:02,1,81,2
2019-01-08 00:03:02,0,82,2
2019-01-08 00:03:02,2,81,2
2019-01-08 00:03:02,2,81,2
2019-01-08 00:03:02,4,80,3
2019-01-08 00:03:02,6,80,3
2019-01-08 00:03:02,4,80,3
2019-01-08 00:03:02,4,81,3
2019-01-08 00:03:02,3,82,2
2019-01-08 00:03:03,1,81,1
2019-01-08 00:03:03,1,82,1
2019-01-08 00:03:03,0,81,2
2019-01-08 00:03:03,-1,81,2
2019-01-08 00:03:03,0,82,3
2019-01-08 00:03:03,-1,81,2
2019-01-08 00:03:03,-1,81,2
2019-01-08 00:03:03,0,81,3
2019-01-08 00:03:03,0,81,2
2019-01-08 00:03:31,1,81,2
2019-01-08 00:03:32,1,82,2
2019-01-08 00:03:32,2,84,2
2019-01-08 00:03:32,2,82,3
2019-01-08 00:03:32,2,83,4
2019-01-08 00:03:32,3,82,4
2019-01-08 00:03:32,2,80,4
2019-01-08 00:03:32,2,81,5
2019-01-08 00:03:32,2,81,6
2019-01-08 00:03:32,1,81,7
2019-01-08 00:03:32,1,81,6
2019-01-08 00:03:33,1,81,4
2019-01-08 00:03:33,2,81,3
2019-01-08 00:03:33,4,82,1
2019-01-08 00:03:33,4,83,2
2019-01-08 00:03:33,4,83,3
2019-01-08 00:03:33,3,83,3
2019-01-08 00:03:33,1,82,3
2019-01-08 00:03:33,1,81,3
2019-01-08 00:03:33,1,81,2
2019-01-08 00:04:01,1,80,2
2019-01-08 00:04:02,2,81,3
2019-01-08 00:04:02,2,82,2
2019-01-08 00:04:02,2,83,2
2019-01-08 00:04:02,2,84,3
2019-01-08 00:04:02,2,84,3
2019-01-08 00:04:02,2,83,4
2019-01-08 00:04:02,3,84,4
2019-01-08 00:04:02,4,84,2
2019-01-08 00:04:02,3,84,3
2019-01-08 00:04:03,3,85,2
2019-01-08 00:04:03,3,83,2
2019-01-08 00:04:03,2,83,3
2019-01-08 00:04:03,2,82,2
2019-01-08 00:04:03,0,82,3
2019-01-08 00:04:03,0,82,3
2019-01-08 00:04:03,1,82,3
2019-01-08 00:04:03,2,83,2
2019-01-08 00:04:03,3,83,1
2019-01-08 00:04:03,2,84,1
2019-01-08 00:04:31,2,83,1
2019-01-08 00:04:32,2,82,1
2019-01-08 00:04:32,2,82,1
2019-01-08 00:04:32,4,82,2
2019-01-08 00:04:32,3,84,2
2019-01-08 00:04:32,2,84,1
2019-01-08 00:04:32,3,83,1
2019-01-08 00:04:32,3,84,0
2019-01-08 00:04:32,5,83,-1
2019-01-08 00:04:32,5,83,0
2019-01-08 00:04:33,4,83,1
2019-01-08 00:04:33,2,82,2
2019-01-08 00:04:33,1,82,2
2019-01-08 00:04:33,2,82,3
2019-01-08 00:04:33,3,83,3
2019-01-08 00:04:33,4,83,2
2019-01-08 00:04:33,4,83,3
2019-01-08 00:04:33,4,84,1
2019-01-08 00:04:33,4,84,1
2019-01-08 00:04:33,3,84,2
2019-01-08 00:05:01,3,83,2
2019-01-08 00:05:02,3,83,4
2019-01-08 00:05:02,3,82,4
2019-01-08 00:05:02,3,81,3
2019-01-08 00:05:02,3,81,2
2019-01-08 00:05:02,3,80,0
2019-01-08 00:05:02,2,80,-1
2019-01-08 00:05:02,1,81,0
2019-01-08 00:05:02,-1,81,1
2019-01-08 00:05:02,-2,82,2
2019-01-08 00:05:03,-2,83,3
2019-01-08 00:05:03,0,82,1
2019-01-08 00:05:03,2,82,0
2019-01-08 00:05:03,2,83,0
2019-01-08 00:05:03,1,83,0
2019-01-08 00:05:03,1,83,2
2019-01-08 00:05:03,1,84,2
2019-01-08 00:05:03,2,82,2
2019-01-08 00:05:03,3,81,3
2019-01-08 00:05:03,2,81,2
2019-01-08 00:05:31,2,81,3
2019-01-08 00:05:32,1,82,4
2019-01-08 00:05:32,2,83,2
2019-01-08 00:05:32,3,83,3
2019-01-08 00:05:32,2,84,3
2019-01-08 00:05:32,3,83,3
