Time,Xacc,Yacc,Zacc
2019-01-04 00:00:01,5,84,-2
2019-01-04 00:00:02,5,82,-2
2019-01-04 00:00:02,5,81,-2
2019-01-04 00:00:02,6,80,-2
2019-01-04 00:00:02,6,79,-3
2019-01-04 00:00:02,8,82,-3
2019-01-04 00:00:02,9,84,-2
2019-01-04 00:00:02,10,84,-2
2019-01-04 00:00:02,10,84,0
2019-01-04 00:00:02,10,80,1
2019-01-04 00:00:03,10,80,1
2019-01-04 00:00:03,11,82,1
2019-01-04 00:00:03,13,83,-1
2019-01-04 00:00:03,14,86,-1
2019-01-04 00:00:03,16,85,-2
2019-01-04 00:00:03,14,82,-3
2019-01-04 00:00:03,13,81,-2
2019-01-04 00:00:03,11,80,-4
2019-01-04 00:00:03,11,80,-3
2019-01-04 00:00:03,12,82,-3
2019-01-04 00:00:31,9,82,-5
2019-01-04 00:00:32,9,81,-3
2019-01-04 00:00:32,6,82,-6
2019-01-04 00:00:32,4,81,-5
2019-01-04 00:00:32,6,80,-3
2019-01-04 00:00:32,5,79,-3
2019-01-04 00:00:32,4,79,0
2019-01-04 00:00:32,6,79,-1
2019-01-04 00:00:32,6,81,-1
2019-01-04 00:00:32,7,82,-1
2019-01-04 00:00:32,9,81,-1
2019-01-04 00:00:33,7,82,0
2019-01-04 00:00:33,8,81,1
2019-01-04 00:00:33,9,80,1
2019-01-04 00:00:33,10,81,1
2019-01-04 00:00:33,12,80,0
2019-01-04 00:00:33,12,81,-1
2019-01-04 00:00:33,12,82,-3
2019-01-04 00:00:33,13,82,-3
2019-01-04 00:00:33,14,82,-3
2019-01-04 00:01:01,13,81,-3
2019-01-04 00:01:02,11,80,-2
2019-01-04 00:01:02,9,79,-2
2019-01-04 00:01:02,7,81,-2
2019-01-04 00:01:02,6,82,-2
2019-01-04 00:01:02,5,83,-1
2019-01-04 00:01:02,4,83,-1
2019-01-04 00:01:02,3,83,1
2019-01-04 00:01:02,4,83,1
2019-01-04 00:01:02,6,84,2
2019-01-04 00:01:03,6,85,2
2019-01-04 00:01:03,7,84,2
2019-01-04 00:01:03,5,83,3
2019-01-04 00:01:03,4,82,3
2019-01-04 00:01:03,4,81,4
2019-01-04 00:01:03,4,79,4
2019-01-04 00:01:03,5,79,4
2019-01-04 00:01:03,6,80,4
2019-01-04 00:01:03,7,80,3
2019-01-04 00:01:03,7,82,3
2019-01-04 00:01:31,7,83,4
2019-01-04 00:01:32,7,81,4
2019-01-04 00:01:32,7,81,4
2019-01-04 00:01:32,7,80,5
2019-01-04 00:01:32,7,81,5
2019-01-04 00:01:32,8,84,6
2019-01-04 00:01:32,9,86,7
2019-01-04 00:01:32,10,87,7
2019-01-04 00:01:32,11,85,6
2019-01-04 00:01:32,12,85,5
2019-01-04 00:01:32,11,84,8
2019-01-04 00:01:33,10,83,7
2019-01-04 00:01:33,10,83,8
2019-01-04 00:01:33,9,82,9
2019-01-04 00:01:33,7,81,7
2019-01-04 00:01:33,8,83,9
2019-01-04 00:01:33,7,83,8
2019-01-04 00:01:33,5,81,10
2019-01-04 00:01:33,6,82,10
2019-01-04 00:01:33,4,81,9
2019-01-04 00:02:01,7,82,9
2019-01-04 00:02:02,9,83,6
2019-01-04 00:02:02,12,83,6
2019-01-04 00:02:02,14,82,5
2019-01-04 00:02:02,13,81,6
2019-01-04 00:02:02,13,82,6
2019-01-04 00:02:02,11,82,6
2019-01-04 00:02:02,12,84,6
2019-01-04 00:02:02,12,85,6
2019-01-04 00:02:02,12,85,5
2019-01-04 00:02:03,13,85,3
2019-01-04 00:02:03,11,84,2
2019-01-04 00:02:03,10,82,0
2019-01-04 00:02:03,10,83,2
2019-01-04 00:02:03,8,83,3
2019-01-04 00:02:03,9,84,3
2019-01-04 00:02:03,9,84,3
2019-01-04 00:02:03,8,82,2
2019-01-04 00:02:03,7,82,3
2019-01-04 00:02:03,5,81,4
2019-01-04 00:02:31,3,83,4
2019-01-04 00:02:32,2,83,4
2019-01-04 00:02:32,3,83,3
2019-01-04 00:02:32,4,83,4
2019-01-04 00:02:32,6,83,6
2019-01-04 00:02:32,5,84,7
2019-01-04 00:02:32,6,83,7
2019-01-04 00:02:32,5,82,6
2019-01-04 00:02:32,5,82,5
2019-01-04 00:02:32,6,82,6
2019-01-04 00:02:33,5,83,8
2019-01-04 00:02:33,4,84,9
2019-01-04 00:02:33,3,84,10
2019-01-04 00:02:33,2,84,8
2019-01-04 00:02:33,2,83,7
2019-01-04 00:02:33,3,83,6
2019-01-04 00:02:33,2,83,5
2019-01-04 00:02:33,4,82,4
2019-01-04 00:02:33,4,82,3
2019-01-04 00:02:33,5,82,4
2019-01-04 00:03:01,6,82,4
2019-01-04 00:03:02,6,84,6
2019-01-04 00:03:02,6,84,5
2019-01-04 00:03:02,6,83,2
2019-01-04 00:03:02,7,82,1
2019-01-04 00:03:02,8,80,0
2019-01-04 00:03:02,9,80,1
2019-01-04 00:03:02,9,81,3
2019-01-04 00:03:02,10,83,3
2019-01-04 00:03:02,8,84,2
2019-01-04 00:03:03,8,86,1
2019-01-04 00:03:03,6,88,0
2019-01-04 00:03:03,5,86,0
2019-01-04 00:03:03,4,85,1
2019-01-04 00:03:03,3,83,1
2019-01-04 00:03:03,5,81,1
2019-01-04 00:03:03,5,82,0
2019-01-04 00:03:03,6,82,-1
2019-01-04 00:03:03,6,83,-1
2019-01-04 00:03:03,5,83,-1
2019-01-04 00:03:31,3,83,1
2019-01-04 00:03:32,4,84,1
2019-01-04 00:03:32,4,85,2
2019-01-04 00:03:32,3,85,3
2019-01-04 00:03:32,3,85,3
2019-01-04 00:03:32,1,85,4
2019-01-04 00:03:32,1,84,3
2019-01-04 00:03:32,1,83,3
2019-01-04 00:03:32,3,85,4
2019-01-04 00:03:32,3,85,5
2019-01-04 00:03:32,3,85,6
2019-01-04 00:03:33,5,85,8
2019-01-04 00:03:33,4,83,7
2019-01-04 00:03:33,5,82,7
2019-01-04 00:03:33,7,82,7
2019-01-04 00:03:33,5,82,6
2019-01-04 00:03:33,5,83,7
2019-01-04 00:03:33,5,83,7
2019-01-04 00:03:33,4,83,8
2019-01-04 00:03:33,5,83,8
2019-01-04 00:04:01,6,82,8
2019-01-04 00:04:02,6,83,8
2019-01-04 00:04:02,7,82,9
2019-01-04 00:04:02,7,83,8
2019-01-04 00:04:02,6,81,8
2019-01-04 00:04:02,5,81,7
2019-01-04 00:04:02,3,81,5
2019-01-04 00:04:02,3,80,5
2019-01-04 00:04:02,3,81,4
2019-01-04 00:04:02,5,80,4
2019-01-04 00:04:03,5,80,4
2019-01-04 00:04:03,6,81,4
2019-01-04 00:04:03,6,81,4
2019-01-04 00:04:03,7,81,3
2019-01-04 00:04:03,8,83,2
2019-01-04 00:04:03,8,83,2
2019-01-04 00:04:03,9,83,1
2019-01-04 00:04:03,9,85,0
2019-01-04 00:04:03,10,83,1
2019-01-04 00:04:03,11,84,0
2019-01-04 00:04:31,12,84,-1
2019-01-04 00:04:32,11,83,-1
2019-01-04 00:04:32,10,83,-1
2019-01-04 00:04:32,10,82,-2
2019-01-04 00:04:32,10,83,-1
2019-01-04 00:04:32,12,83,-1
2019-01-04 00:04:32,13,84,-3
2019-01-04 00:04:32,12,84,-2
2019-01-04 00:04:32,12,83,-2
2019-01-04 00:04:32,10,84,-1
2019-01-04 00:04:33,9,84,-1
2019-01-04 00:04:33,9,83,-3
2019-01-04 00:04:33,7,84,-2
2019-01-04 00:04:33,6,83,-2
2019-01-04 00:04:33,6,84,-1
2019-01-04 00:04:33,5,84,1
2019-01-04 00:04:33,4,83,0
2019-01-04 00:04:33,4,83,0
2019-01-04 00:04:33,3,82,0
2019-01-04 00:04:33,3,83,2
2019-01-04 00:05:01,4,84,2
2019-01-04 00:05:02,5,83,2
2019-01-04 00:05:02,4,82,3
2019-01-04 00:05:02,4,81,1
2019-01-04 00:05:02,4,82,2
2019-01-04 00:05:02,3,81,3
2019-01-04 00:05:02,4,84,3
2019-01-04 00:05:02,4,84,5
2019-01-04 00:05:02,2,82,4
2019-01-04 00:05:02,2,83,4
2019-01-04 00:05:02,2,80,4
2019-01-04 00:05:03,2,81,3
2019-01-04 00:05:03,3,82,4
2019-01-04 00:05:03,2,83,3
2019-01-04 00:05:03,2,83,3
2019-01-04 00:05:03,2,82,2
2019-01-04 00:05:03,4,81,2
2019-01-04 00:05:03,6,82,3
2019-01-04 00:05:03,6,82,4
2019-01-04 00:05:03,6,82,6
2019-01-04 00:05:31,5,82,6
2019-01-04 00:05:32,4,79,6
2019-01-04 00:05:32,6,79,4
2019-01-04 00:05:32,6,81,2
2019-01-04 00:05:32,7,81,1
2019-01-04 00:05:32,7,83,0
2019-01-04 00:05:32,4,84,0
2019-01-04 00:05:32,4,83,1
2019-01-04 00:05:32,4,83,2
2019-01-04 00:05:32,4,83,1
2019-01-04 00:05:32,6,82,1
2019-01-04 00:05:33,7,82,1
2019-01-04 00:05:33,7,83,0
2019-01-04 00:05:33,8,83,2
2019-01-04 00:05:33,9,83,2
2019-01-04 00:05:33,9,81,0
2019-01-04 00:05:33,9,81,0
2019-01-04 00:05:33,8,81,-2
2019-01-04 00:05:33,7,81,-2
2019-01-04 00:05:33,6,83,-1
2019-01-04 00:06:01,5,83,-2
2019-01-04 00:06:02,6,82,0
2019-01-04 00:06:02,6,83,0
2019-01-04 00:06:02,6,82,-1
2019-01-04 00:06:02,7,81,0
2019-01-04 00:06:02,6,82,-1
2019-01-04 00:06:02,6,81,-1
2019-01-04 00:06:02,6,82,0
2019-01-04 00:06:02,5,83,0
2019-01-04 00:06:02,5,82,-1
2019-01-04 00:06:03,6,82,-1
2019-01-04 00:06:03,6,82,-1
2019-01-04 00:06:03,6,80,0
2019-01-04 00:06:03,5,82,3
2019-01-04 00:06:03,4,83,4
2019-01-04 00:06:03,5,83,5
2019-01-04 00:06:03,4,85,5
2019-01-04 00:06:03,4,84,4
2019-01-04 00:06:03,3,85,4
2019-01-04 00:06:03,3,85,5
2019-01-04 00:06:31,5,84,4
2019-01-04 00:06:32,6,83,4
2019-01-04 00:06:32,5,81,4
2019-01-04 00:06:32,3,79,2
2019-01-04 00:06:32,1,80,2
2019-01-04 00:06:32,2,82,1
2019-01-04 00:06:32,3,83,0
2019-01-04 00:06:32,4,86,0
2019-01-04 00:06:32,6,84,1
2019-01-04 00:06:32,7,83,1
2019-01-04 00:06:32,6,85,1
2019-01-04 00:06:33,5,84,1
2019-01-04 00:06:33,4,86,0
2019-01-04 00:06:33,2,86,0
2019-01-04 00:06:33,4,84,0
2019-01-04 00:06:33,6,84,1
2019-01-04 00:06:33,5,85,2
2019-01-04 00:06:33,5,84,2
2019-01-04 00:06:33,4,83,3
2019-01-04 00:06:33,4,81,2
2019-01-04 00:07:01,4,80,2
2019-01-04 00:07:02,4,83,5
2019-01-04 00:07:02,3,83,6
2019-01-04 00:07:02,2,83,6
2019-01-04 00:07:02,5,82,6
2019-01-04 00:07:02,3,81,3
2019-01-04 00:07:02,3,82,1
2019-01-04 00:07:02,2,84,1
2019-01-04 00:07:02,-1,84,1
2019-01-04 00:07:02,0,83,1
2019-01-04 00:07:03,0,83,2
2019-01-04 00:07:03,0,83,3
2019-01-04 00:07:03,1,84,2
2019-01-04 00:07:03,1,84,2
2019-01-04 00:07:03,1,84,1
2019-01-04 00:07:03,3,84,0
2019-01-04 00:07:03,2,85,0
2019-01-04 00:07:03,1,85,1
2019-01-04 00:07:03,2,84,1
2019-01-04 00:07:03,2,84,1
2019-01-04 00:07:31,3,81,1
2019-01-04 00:07:32,5,81,1
2019-01-04 00:07:32,6,82,3
2019-01-04 00:07:32,4,82,4
2019-01-04 00:07:32,2,83,5
2019-01-04 00:07:32,0,84,4
2019-01-04 00:07:32,-1,84,3
2019-01-04 00:07:32,-1,83,3
2019-01-04 00:07:32,1,84,3
2019-01-04 00:07:32,2,83,5
2019-01-04 00:07:32,1,82,5
2019-01-04 00:07:33,1,83,4
2019-01-04 00:07:33,0,82,3
2019-01-04 00:07:33,1,80,1
2019-01-04 00:07:33,1,80,0
2019-01-04 00:07:33,0,80,1
2019-01-04 00:07:33,2,81,2
2019-01-04 00:07:33,1,83,4
2019-01-04 00:07:33,2,85,4
2019-01-04 00:07:33,3,86,4
2019-01-04 00:08:01,1,87,4
2019-01-04 00:08:02,1,87,3
2019-01-04 00:08:02,-1,84,5
2019-01-04 00:08:02,0,81,5
2019-01-04 00:08:02,0,79,6
2019-01-04 00:08:02,0,78,6
2019-01-04 00:08:02,3,79,6
2019-01-04 00:08:02,2,81,5
2019-01-04 00:08:02,3,82,4
2019-01-04 00:08:02,4,83,5
2019-01-04 00:08:02,4,83,4
2019-01-04 00:08:03,3,81,4
2019-01-04 00:08:03,3,82,4
2019-01-04 00:08:03,2,82,2
2019-01-04 00:08:03,1,83,3
2019-01-04 00:08:03,2,85,4
2019-01-04 00:08:03,1,83,4
2019-01-04 00:08:03,2,83,5
2019-01-04 00:08:03,1,82,5
2019-01-04 00:08:03,2,80,6
2019-01-04 00:08:31,3,82,6
2019-01-04 00:08:32,2,82,5
2019-01-04 00:08:32,3,84,3
2019-01-04 00:08:32,2,86,2
2019-01-04 00:08:32,1,85,1
2019-01-04 00:08:32,2,84,2
2019-01-04 00:08:32,2,83,3
2019-01-04 00:08:32,2,82,4
2019-01-04 00:08:32,3,81,4
2019-01-04 00:08:32,2,82,4
2019-01-04 00:08:33,1,82,4
2019-01-04 00:08:33,2,82,3
2019-01-04 00:08:33,2,82,4
2019-01-04 00:08:33,1,81,4
2019-01-04 00:08:33,1,80,4
2019-01-04 00:08:33,1,81,3
2019-01-04 00:08:33,0,83,2
2019-01-04 00:08:33,1,83,2
2019-01-04 00:08:33,2,84,2
2019-01-04 00:08:33,1,84,3
2019-01-04 00:09:01,2,82,4
2019-01-04 00:09:02,2,83,3
2019-01-04 00:09:02,2,83,3
2019-01-04 00:09:02,1,83,3
2019-01-04 00:09:02,1,84,3
2019-01-04 00:09:02,2,83,4
2019-01-04 00:09:02,1,82,4
2019-01-04 00:09:02,2,80,5
2019-01-04 00:09:02,1,79,5
2019-01-04 00:09:02,1,80,5
2019-01-04 00:09:02,1,81,5
2019-01-04 00:09:03,0,83,5
2019-01-04 00:09:03,2,82,5
2019-01-04 00:09:03,2,82,4
2019-01-04 00:09:03,3,82,3
2019-01-04 00:09:03,4,82,2
2019-01-04 00:09:03,2,84,2
2019-01-04 00:09:03,2,84,4
2019-01-04 00:09:03,2,85,4
2019-01-04 00:09:03,3,85,3
2019-01-04 00:09:31,3,85,3
2019-01-04 00:09:32,3,84,2
