Time,Xacc,Yacc,Zacc
2018-12-21 00:00:25,4,82,-2
2018-12-21 00:00:25,3,82,-4
2018-12-21 00:00:25,2,85,-4
2018-12-21 00:00:25,4,85,-5
2018-12-21 00:00:26,3,81,-6
2018-12-21 00:00:26,5,83,-5
2018-12-21 00:00:26,5,80,-6
2018-12-21 00:00:26,4,80,-6
2018-12-21 00:00:26,4,82,-5
2018-12-21 00:00:26,3,81,-5
2018-12-21 00:00:26,2,82,-4
2018-12-21 00:00:26,2,83,-4
2018-12-21 00:00:26,3,84,-4
2018-12-21 00:00:26,4,83,-4
2018-12-21 00:00:27,5,82,-3
2018-12-21 00:00:27,4,82,-2
2018-12-21 00:00:27,4,82,-1
2018-12-21 00:00:27,3,83,1
2018-12-21 00:00:27,6,84,1
2018-12-21 00:00:27,8,84,1
2018-12-21 00:00:55,7,84,0
2018-12-21 00:00:55,8,85,-2
2018-12-21 00:00:55,6,85,-4
2018-12-21 00:00:55,4,85,-5
2018-12-21 00:00:56,5,85,-6
2018-12-21 00:00:56,4,84,-7
2018-12-21 00:00:56,4,83,-5
2018-12-21 00:00:56,6,83,-7
2018-12-21 00:00:56,3,83,-7
2018-12-21 00:00:56,3,83,-8
2018-12-21 00:00:56,3,84,-11
2018-12-21 00:00:56,3,83,-10
2018-12-21 00:00:56,4,82,-11
2018-12-21 00:00:56,4,82,-9
2018-12-21 00:00:57,5,80,-7
2018-12-21 00:00:57,3,79,-5
2018-12-21 00:00:57,5,79,-3
2018-12-21 00:00:57,5,79,-3
2018-12-21 00:00:57,3,81,-4
2018-12-21 00:00:57,3,81,-5
2018-12-21 00:01:25,3,82,-6
2018-12-21 00:01:25,6,82,-6
2018-12-21 00:01:25,9,80,-5
2018-12-21 00:01:25,11,81,-6
2018-12-21 00:01:26,12,81,-4
2018-12-21 00:01:26,10,80,-3
2018-12-21 00:01:26,9,81,-2
2018-12-21 00:01:26,9,81,-1
2018-12-21 00:01:26,7,81,-2
2018-12-21 00:01:26,7,81,-3
2018-12-21 00:01:26,5,82,-3
2018-12-21 00:01:26,4,83,-4
2018-12-21 00:01:26,2,82,-5
2018-12-21 00:01:27,0,83,-5
2018-12-21 00:01:27,0,82,-6
2018-12-21 00:01:27,-1,82,-5
2018-12-21 00:01:27,0,82,-4
2018-12-21 00:01:27,0,82,-4
2018-12-21 00:01:27,1,81,-5
2018-12-21 00:01:27,2,82,-6
2018-12-21 00:01:55,3,82,-6
2018-12-21 00:01:55,5,81,-7
2018-12-21 00:01:55,6,82,-6
2018-12-21 00:01:55,7,80,-7
2018-12-21 00:01:56,7,81,-7
2018-12-21 00:01:56,5,81,-5
2018-12-21 00:01:56,2,82,-6
2018-12-21 00:01:56,1,82,-5
2018-12-21 00:01:56,1,82,-5
2018-12-21 00:01:56,2,83,-8
2018-12-21 00:01:56,4,83,-8
2018-12-21 00:01:56,3,83,-9
2018-12-21 00:01:56,3,84,-10
2018-12-21 00:01:56,2,84,-10
2018-12-21 00:01:57,1,84,-10
2018-12-21 00:01:57,1,84,-9
2018-12-21 00:01:57,0,83,-9
2018-12-21 00:01:57,1,83,-8
2018-12-21 00:01:57,1,82,-8
2018-12-21 00:01:57,3,82,-7
2018-12-21 00:02:25,1,81,-6
2018-12-21 00:02:25,2,80,-6
2018-12-21 00:02:25,2,80,-6
2018-12-21 00:02:25,1,81,-6
2018-12-21 00:02:26,4,82,-6
2018-12-21 00:02:26,3,83,-5
2018-12-21 00:02:26,4,83,-6
2018-12-21 00:02:26,4,82,-6
2018-12-21 00:02:26,3,81,-7
2018-12-21 00:02:26,4,80,-8
2018-12-21 00:02:26,3,80,-7
2018-12-21 00:02:26,3,82,-7
2018-12-21 00:02:26,3,82,-6
2018-12-21 00:02:26,1,82,-5
2018-12-21 00:02:27,3,83,-4
2018-12-21 00:02:27,3,81,-2
2018-12-21 00:02:27,5,80,-2
2018-12-21 00:02:27,7,80,-2
2018-12-21 00:02:27,8,80,-1
2018-12-21 00:02:27,9,81,-3
