Time,Xacc,Yacc,Zacc
2018-12-22 00:00:25,1,82,2
2018-12-22 00:00:25,1,82,2
2018-12-22 00:00:25,0,83,2
2018-12-22 00:00:25,-1,84,2
2018-12-22 00:00:26,1,83,3
2018-12-22 00:00:26,2,84,2
2018-12-22 00:00:26,3,84,2
2018-12-22 00:00:26,3,84,3
2018-12-22 00:00:26,1,83,3
2018-12-22 00:00:26,0,83,4
2018-12-22 00:00:26,-1,82,4
2018-12-22 00:00:26,-1,81,4
2018-12-22 00:00:26,1,82,4
2018-12-22 00:00:26,2,82,3
2018-12-22 00:00:27,3,83,3
2018-12-22 00:00:27,3,85,4
2018-12-22 00:00:27,2,85,4
2018-12-22 00:00:27,2,84,4
2018-12-22 00:00:27,2,83,4
2018-12-22 00:00:27,3,81,1
2018-12-22 00:00:55,3,81,1
2018-12-22 00:00:55,3,81,1
2018-12-22 00:00:55,3,83,1
2018-12-22 00:00:55,4,84,3
2018-12-22 00:00:56,5,84,3
2018-12-22 00:00:56,6,85,3
2018-12-22 00:00:56,5,85,2
2018-12-22 00:00:56,4,85,1
2018-12-22 00:00:56,5,84,-1
2018-12-22 00:00:56,5,84,-1
2018-12-22 00:00:56,5,82,0
2018-12-22 00:00:56,5,81,0
2018-12-22 00:00:56,3,81,1
2018-12-22 00:00:56,2,81,1
2018-12-22 00:00:57,2,82,0
2018-12-22 00:00:57,2,81,0
2018-12-22 00:00:57,2,82,0
2018-12-22 00:00:57,1,82,0
2018-12-22 00:00:57,2,82,1
2018-12-22 00:00:57,0,83,3
2018-12-22 00:01:25,1,83,2
2018-12-22 00:01:25,1,83,3
2018-12-22 00:01:25,0,83,2
2018-12-22 00:01:25,1,83,0
2018-12-22 00:01:26,1,84,2
2018-12-22 00:01:26,1,83,2
2018-12-22 00:01:26,1,83,3
2018-12-22 00:01:26,1,83,4
2018-12-22 00:01:26,1,81,3
2018-12-22 00:01:26,0,81,2
2018-12-22 00:01:26,1,80,2
2018-12-22 00:01:26,2,81,0
2018-12-22 00:01:26,2,82,1
2018-12-22 00:01:27,5,82,1
2018-12-22 00:01:27,5,83,0
2018-12-22 00:01:27,4,83,1
2018-12-22 00:01:27,3,82,0
2018-12-22 00:01:27,1,83,0
2018-12-22 00:01:27,0,82,0
2018-12-22 00:01:27,1,81,2
2018-12-22 00:01:55,1,82,2
2018-12-22 00:01:55,2,83,1
2018-12-22 00:01:55,2,84,1
2018-12-22 00:01:55,2,85,-1
2018-12-22 00:01:56,2,85,-1
2018-12-22 00:01:56,3,85,0
2018-12-22 00:01:56,4,85,0
2018-12-22 00:01:56,4,86,1
2018-12-22 00:01:56,5,85,2
2018-12-22 00:01:56,3,84,3
2018-12-22 00:01:56,2,84,4
2018-12-22 00:01:56,2,82,4
2018-12-22 00:01:56,2,82,3
2018-12-22 00:01:56,3,83,3
2018-12-22 00:01:57,3,83,3
2018-12-22 00:01:57,3,83,3
2018-12-22 00:01:57,2,84,4
2018-12-22 00:01:57,2,82,4
2018-12-22 00:01:57,4,82,2
2018-12-22 00:01:57,4,82,3
2018-12-22 00:02:25,6,83,3
2018-12-22 00:02:25,5,84,3
2018-12-22 00:02:25,4,83,5
2018-12-22 00:02:25,2,83,5
2018-12-22 00:02:26,1,80,4
2018-12-22 00:02:26,2,80,4
2018-12-22 00:02:26,1,81,3
2018-12-22 00:02:26,3,81,1
2018-12-22 00:02:26,1,83,2
2018-12-22 00:02:26,1,84,1
2018-12-22 00:02:26,2,82,2
2018-12-22 00:02:26,1,83,3
2018-12-22 00:02:26,2,83,2
2018-12-22 00:02:26,1,81,4
2018-12-22 00:02:27,-1,82,4
2018-12-22 00:02:27,-3,81,5
2018-12-22 00:02:27,-3,81,7
2018-12-22 00:02:27,-4,83,6
2018-12-22 00:02:27,-3,84,7
2018-12-22 00:02:27,-2,85,6
2018-12-22 00:02:55,-2,84,4
2018-12-22 00:02:55,-2,82,4
2018-12-22 00:02:55,-4,81,3
2018-12-22 00:02:55,-2,80,2
2018-12-22 00:02:56,-2,80,2
2018-12-22 00:02:56,-2,81,2
2018-12-22 00:02:56,1,82,2
