Time,Xacc,Yacc,Zacc
2019-05-18 17:30:00,-8,16,14
2019-05-18 17:30:00,-16,29,29
2019-05-18 17:30:00,-23,41,44
2019-05-18 17:30:00,-33,55,58
2019-05-18 17:30:00,-34,55,57
2019-05-18 17:30:01,-32,57,57
2019-05-18 17:30:01,-30,58,54
2019-05-18 17:30:01,-27,57,52
2019-05-18 17:30:01,-26,55,51
2019-05-18 17:30:01,-23,54,48
2019-05-18 17:31:00,0,40,50
2019-05-18 17:31:00,24,26,52
2019-05-18 17:31:00,49,11,54
2019-05-18 17:31:00,70,-4,56
2019-05-18 17:31:00,70,-3,55
2019-05-18 17:31:01,69,-2,54
2019-05-18 17:31:01,69,-3,54
2019-05-18 17:31:01,70,-2,54
2019-05-18 17:31:01,71,-2,55
2019-05-18 17:31:01,73,-2,55
2019-05-18 17:32:00,74,1,55
2019-05-18 17:32:00,71,0,55
2019-05-18 17:32:00,69,0,55
2019-05-18 17:32:00,69,1,57
2019-05-18 17:32:00,69,0,57
2019-05-18 17:32:01,71,-2,56
2019-05-18 17:32:01,72,-2,56
2019-05-18 17:32:01,72,-3,55
2019-05-18 17:32:01,72,-3,56
2019-05-18 17:32:01,72,0,58
2019-05-18 17:33:00,73,0,59
2019-05-18 17:33:00,73,-1,58
2019-05-18 17:33:00,71,-1,57
2019-05-18 17:33:00,70,-2,55
2019-05-18 17:33:00,69,-2,55
2019-05-18 17:33:01,69,-1,56
2019-05-18 17:33:01,69,-1,55
2019-05-18 17:33:01,70,-2,56
2019-05-18 17:33:01,68,-3,55
2019-05-18 17:33:01,68,-4,54
2019-05-18 17:34:00,70,-3,55
2019-05-18 17:34:00,69,0,55
2019-05-18 17:34:00,70,1,56
2019-05-18 17:34:00,70,1,56
2019-05-18 17:34:00,69,-2,56
2019-05-18 17:34:01,70,-4,56
2019-05-18 17:34:01,72,-4,56
2019-05-18 17:34:01,72,-4,58
2019-05-18 17:34:01,73,-1,59
2019-05-18 17:34:01,72,0,58
