Time,Xacc,Yacc,Zacc
2019-05-30 00:00:00,4,81,0
2019-05-30 00:00:00,2,80,1
2019-05-30 00:00:00,0,79,1
2019-05-30 00:00:00,2,80,1
2019-05-30 00:00:00,1,79,0
2019-05-30 00:00:01,2,82,1
2019-05-30 00:00:01,3,84,1
2019-05-30 00:00:01,2,84,3
2019-05-30 00:00:01,3,84,4
2019-05-30 00:00:01,3,82,4
2019-05-30 00:01:00,5,80,5
2019-05-30 00:01:00,6,80,3
2019-05-30 00:01:00,5,80,3
2019-05-30 00:01:00,4,80,2
2019-05-30 00:01:00,2,81,2
2019-05-30 00:01:01,1,81,3
2019-05-30 00:01:01,1,81,3
2019-05-30 00:01:01,2,81,4
2019-05-30 00:01:01,1,79,3
2019-05-30 00:01:01,0,79,4
2019-05-30 00:02:00,0,79,3
2019-05-30 00:02:00,0,77,4
2019-05-30 00:02:00,1,78,5
2019-05-30 00:02:00,2,78,2
2019-05-30 00:02:00,3,78,2
2019-05-30 00:02:01,3,80,1
2019-05-30 00:02:01,3,81,1
2019-05-30 00:02:01,2,81,2
2019-05-30 00:02:01,1,81,2
2019-05-30 00:02:01,1,83,2
2019-05-30 00:03:00,1,81,3
2019-05-30 00:03:00,3,82,4
2019-05-30 00:03:00,4,83,5
2019-05-30 00:03:00,5,81,3
2019-05-30 00:03:00,4,82,3
2019-05-30 00:03:01,3,81,2
2019-05-30 00:03:01,1,80,2
2019-05-30 00:03:01,0,80,4
2019-05-30 00:03:01,1,80,2
2019-05-30 00:03:01,1,81,3
2019-05-30 00:04:00,3,82,3
2019-05-30 00:04:00,3,82,3
2019-05-30 00:04:00,3,82,4
2019-05-30 00:04:00,3,82,4
2019-05-30 00:04:00,2,82,4
2019-05-30 00:04:01,1,82,4
2019-05-30 00:04:01,2,82,3
2019-05-30 00:04:01,2,82,3
2019-05-30 00:04:01,2,81,3
2019-05-30 00:04:01,2,81,3
2019-05-30 00:05:00,2,82,4
2019-05-30 00:05:00,1,81,3
2019-05-30 00:05:00,3,81,3
2019-05-30 00:05:00,4,80,2
2019-05-30 00:05:00,2,78,3
2019-05-30 00:05:01,2,77,3
2019-05-30 00:05:01,1,77,3
2019-05-30 00:05:01,2,78,4
2019-05-30 00:05:01,4,80,3
2019-05-30 00:05:01,5,81,4
2019-05-30 00:06:00,4,82,3
2019-05-30 00:06:00,3,82,3
2019-05-30 00:06:00,2,82,2
2019-05-30 00:06:00,2,82,3
2019-05-30 00:06:00,2,80,4
2019-05-30 00:06:01,1,82,3
2019-05-30 00:06:01,2,81,4
2019-05-30 00:06:01,1,81,2
2019-05-30 00:06:01,1,83,2
2019-05-30 00:06:01,2,81,2
2019-05-30 00:07:00,1,82,2
2019-05-30 00:07:00,2,81,1
2019-05-30 00:07:00,3,81,0
2019-05-30 00:07:00,2,82,0
2019-05-30 00:07:00,3,82,-1
2019-05-30 00:07:01,2,82,0
2019-05-30 00:07:01,2,81,0
2019-05-30 00:07:01,3,80,0
2019-05-30 00:07:01,3,78,1
2019-05-30 00:07:01,4,78,2
2019-05-30 00:08:00,4,78,3
2019-05-30 00:08:00,4,79,3
2019-05-30 00:08:00,1,81,3
2019-05-30 00:08:00,1,81,3
2019-05-30 00:08:00,1,82,3
2019-05-30 00:08:01,0,82,3
2019-05-30 00:08:01,3,81,3
2019-05-30 00:08:01,2,82,3
2019-05-30 00:08:01,1,81,3
2019-05-30 00:08:01,1,80,4
2019-05-30 00:09:00,0,80,4
2019-05-30 00:09:00,1,80,3
2019-05-30 00:09:00,3,82,4
2019-05-30 00:09:00,4,82,4
2019-05-30 00:09:00,4,83,4
2019-05-30 00:09:01,5,83,4
2019-05-30 00:09:01,3,82,2
2019-05-30 00:09:01,2,82,2
2019-05-30 00:09:01,3,83,2
2019-05-30 00:09:01,2,82,3
2019-05-30 00:10:00,2,81,4
2019-05-30 00:10:00,3,82,4
2019-05-30 00:10:00,2,79,4
2019-05-30 00:10:00,2,80,4
2019-05-30 00:10:00,3,80,3
2019-05-30 00:10:01,3,79,2
2019-05-30 00:10:01,3,79,1
2019-05-30 00:10:01,2,80,1
2019-05-30 00:10:01,0,80,2
2019-05-30 00:10:01,0,80,3
2019-05-30 00:11:00,2,81,4
2019-05-30 00:11:00,1,80,4
2019-05-30 00:11:00,2,81,3
2019-05-30 00:11:00,1,80,2
2019-05-30 00:11:00,0,81,2
2019-05-30 00:11:01,2,81,2
2019-05-30 00:11:01,2,80,3
2019-05-30 00:11:01,3,82,4
2019-05-30 00:11:01,2,80,3
2019-05-30 00:11:01,1,80,2
2019-05-30 00:12:00,1,80,1
2019-05-30 00:12:00,1,80,1
2019-05-30 00:12:00,2,80,2
2019-05-30 00:12:00,2,81,3
2019-05-30 00:12:00,2,82,5
2019-05-30 00:12:01,2,81,4
2019-05-30 00:12:01,2,83,4
2019-05-30 00:12:01,3,83,4
2019-05-30 00:12:01,5,83,2
2019-05-30 00:12:01,5,82,2
2019-05-30 00:13:00,4,81,1
2019-05-30 00:13:00,4,79,2
2019-05-30 00:13:00,2,78,3
2019-05-30 00:13:00,0,79,4
2019-05-30 00:13:00,1,78,5
2019-05-30 00:13:01,1,79,4
2019-05-30 00:13:01,2,79,4
2019-05-30 00:13:01,4,80,4
2019-05-30 00:13:01,3,81,4
2019-05-30 00:13:01,3,82,3
2019-05-30 00:14:00,3,82,2
2019-05-30 00:14:00,4,82,2
2019-05-30 00:14:00,4,81,1
2019-05-30 00:14:00,4,81,1
2019-05-30 00:14:00,4,81,2
2019-05-30 00:14:01,2,80,2
2019-05-30 00:14:01,3,82,2
2019-05-30 00:14:01,3,82,2
2019-05-30 00:14:01,2,81,2
2019-05-30 00:14:01,3,81,0
2019-05-30 00:15:00,1,81,1
2019-05-30 00:15:00,0,80,2
2019-05-30 00:15:00,2,81,2
2019-05-30 00:15:00,2,81,5
2019-05-30 00:15:00,3,80,5
2019-05-30 00:15:01,3,79,4
2019-05-30 00:15:01,0,80,3
2019-05-30 00:15:01,-1,81,1
2019-05-30 00:15:01,0,81,1
2019-05-30 00:15:01,0,82,2
2019-05-30 00:16:00,2,81,3
2019-05-30 00:16:00,2,81,4
2019-05-30 00:16:00,2,81,3
2019-05-30 00:16:00,3,82,3
2019-05-30 00:16:00,3,83,3
2019-05-30 00:16:01,4,83,2
2019-05-30 00:16:01,4,83,2
2019-05-30 00:16:01,3,82,1
2019-05-30 00:16:01,3,81,1
2019-05-30 00:16:01,1,80,2
2019-05-30 00:17:00,0,80,3
2019-05-30 00:17:00,2,80,4
2019-05-30 00:17:00,1,80,3
2019-05-30 00:17:00,1,80,2
2019-05-30 00:17:00,1,80,1
2019-05-30 00:17:01,-1,82,0
2019-05-30 00:17:01,0,83,0
2019-05-30 00:17:01,2,83,1
2019-05-30 00:17:01,2,83,1
2019-05-30 00:17:01,3,80,2
2019-05-30 00:18:00,3,80,1
2019-05-30 00:18:00,1,81,1
2019-05-30 00:18:00,2,81,1
2019-05-30 00:18:00,0,82,1
2019-05-30 00:18:00,0,83,4
2019-05-30 00:18:01,2,83,3
2019-05-30 00:18:01,1,83,4
2019-05-30 00:18:01,3,83,5
2019-05-30 00:18:01,3,82,4
2019-05-30 00:18:01,3,82,4
2019-05-30 00:19:00,5,81,4
2019-05-30 00:19:00,4,81,3
2019-05-30 00:19:00,2,81,2
2019-05-30 00:19:00,0,81,2
2019-05-30 00:19:00,-2,81,1
2019-05-30 00:19:01,-1,82,0
2019-05-30 00:19:01,0,81,1
2019-05-30 00:19:01,2,81,1
2019-05-30 00:19:01,2,82,1
2019-05-30 00:19:01,1,81,2
2019-05-30 00:20:00,2,81,1
2019-05-30 00:20:00,3,80,2
2019-05-30 00:20:00,3,81,3
2019-05-30 00:20:00,5,81,4
2019-05-30 00:20:00,4,81,4
2019-05-30 00:20:01,3,80,4
2019-05-30 00:20:01,5,79,4
2019-05-30 00:20:01,4,79,2
2019-05-30 00:20:01,5,78,2
2019-05-30 00:20:01,5,80,2
2019-05-30 00:21:00,4,80,1
2019-05-30 00:21:00,4,82,2
2019-05-30 00:21:00,4,83,1
2019-05-30 00:21:00,4,83,0
2019-05-30 00:21:00,3,83,1
2019-05-30 00:21:01,3,82,0
2019-05-30 00:21:01,2,81,1
2019-05-30 00:21:01,2,80,1
2019-05-30 00:21:01,3,79,0
2019-05-30 00:21:01,2,78,1
2019-05-30 00:22:00,3,78,2
2019-05-30 00:22:00,2,78,3
2019-05-30 00:22:00,1,80,3
