473385600,-3,10,19
473385600,-5,20,39
473385600,-6,28,60
473385600,-7,35,81
473385600,-5,33,83
473385600,-5,30,84
473385600,-4,30,82
473385600,-3,30,83
473385600,-2,29,83
473385600,-1,29,82
473385601,-1,28,84
473385601,-3,27,83
473385601,-4,28,82
473385601,-4,29,83
473385601,-5,29,83
473385601,-4,30,82
473385601,-3,30,82
473385601,-3,30,81
473385602,-4,29,80
473385602,-3,29,81
473385602,-3,27,82
473385602,-4,26,83
473385602,-3,27,85
473385602,-5,28,84
473385602,-9,31,81
473385602,-11,32,79
473385603,-14,35,74
473385603,-17,36,72
473385603,-19,35,74
473385603,-20,36,75
473385669,1,-13,16
473385670,4,-26,33
473385670,5,-38,52
473385670,6,-51,68
473385670,6,-51,69
473385670,5,-52,67
473385670,6,-52,64
473385670,7,-53,64
473385670,8,-54,64
473385670,8,-54,66
473385671,8,-55,66
473385671,8,-54,67
473385671,6,-52,67
473385671,5,-52,66
473385671,3,-52,67
473385671,2,-52,67
473385671,2,-52,67
473385671,1,-51,68
473385671,1,-52,68
473385672,2,-53,69
473389913,-1,-10,17
473389913,-3,-20,34
473389913,-9,-27,54
473389913,-12,-30,78
473389913,-12,-21,85
473389913,-16,-16,90
473389914,-12,-11,91
473389914,-12,-8,87
473389914,-12,-6,84
473389914,-9,1,84
473389914,-10,5,87
473389914,-10,7,92
473389914,-8,7,93
473389914,-3,5,92
473389915,-2,3,88
473389915,-2,5,84
473389915,-13,8,89
473389915,-19,13,88
473389915,-22,17,87
473389915,-25,21,88
473389915,-19,21,88
473389915,-16,17,91
473389916,-7,18,91
473389916,3,22,91
473389916,12,32,83
473389916,16,45,70
473389916,21,56,66
473389916,29,63,56
473389916,38,70,49
473389916,41,73,48
473389917,39,75,43
473389917,42,64,37
473389917,34,48,36
473389917,38,49,40
473389917,20,38,58
473389917,27,39,77
473389917,23,37,89
473389917,28,15,93
473389917,53,-1,78
473389917,46,-27,50
473389918,51,-45,19
473389918,44,-58,-2
473389918,43,-71,-17
473389918,21,-73,-20
473389918,16,-76,-20
473389918,6,-91,-30
473389918,-14,-91,-24
473389918,-3,-93,-29
473389919,-6,-96,-25
473389919,1,-84,-9
473389919,9,-84,-12
473389919,8,-87,0
473389919,5,-77,6
473389919,0,-75,5
473389919,0,-74,5
473389919,-16,-52,14
473389920,-10,-61,14
473389920,-11,-64,17
473389920,-9,-62,16
473389920,-6,-61,15
473389920,-5,-62,14
